Job Id,title,skills,description,hourlyRateFrom,hourlyRateTo,fixedPriceEstimate,projectSize,duration,experienceLevel,pricingType,requiredSpecialties,requiredRoles,createdAt
JID_2404,Junior QA Engineer,"[""Selenium"", ""Pytest"", ""Playwright""]","Hey! We're a friendly team looking for a Junior QA Engineer. You'll help build ML models. We value communication, clear code, and honest estimates. Tech we use: Selenium, Pytest, Playwright. If you like collaborative teams and shipping, apply!

Deliverables: feature set, docs, and onboarding notes.

We're remote-first and value async communication.",61.35,110.34,,Medium,Ongoing / Indefinite,Senior,hourly,"[""Product / Design"", ""QA & Testing""]","[""PM"", ""Architect""]",2025-07-02T15:25:16.417699Z
JID_2405,Expert Web Developer,"[""Angular"", ""Next.js"", ""React"", ""Material-UI"", ""CSS3"", ""Jest"", ""Frontend"", ""Accessibility""]","Agency brief: Client needs a Expert Web developeR to produce smart contracts and integration with off-chain systems. The contractor should be comfortable with quick turnarounds, client-facing calls, and iterative feedback. Tech stack: Angular, Next.js, React, Material-UI, CSS3, Jest. Provide examples of similar work and an estimated timeline.

Deliverables: functional deliverable, QA report, and deployment guide.

We have raised seed funding and are scaling rapidly.",27.48,38.23,,Large,6+ months,Intermediate,hourly,"[""Mobile Development"", ""Blockchain / Web3""]","[""Analyst"", ""PM""]",2025-09-26T08:51:36.417825Z
JID_2406,Senior Web Developer,"[""Vue.js"", ""TypeScript""]","Hey! We're a friendly team looking for a Senior Web Developer. You'll help build backend infrastructure. We value communication, clear code, and honest estimates. Tech we use: Vue.js, TypeScript. Tech we use: Vue.js, TypeScript. If you like collaborative teams and shipping, apply!

Deliverables: feature set, docs, and onboarding notes.

We have raised seed funding and are scaling rapidly.",16.25,25.44,,Medium,Ongoing / Indefinite,Mid,hourly,"[""Frontend Development""]","[""PM""]",2025-06-19T11:20:35.417937Z
JID_2407,Mid Web3 Developer,"[""Hardhat"", ""Web3.js"", ""Solidity""]","We're seeking a Mid Web3 Developer to join our growth-stage education team. The successful candidate will work on real-time features, producing maintainable, tested, and documented code. This role requires experience with Hardhat, Web3.js, Solidity. You'll collaborate with product managers and engineers, participate in design reviews, and ensure code quality.

Scope: a cross-platform mobile application

Communication: Weekly synchronous updates and daily async notes.

Deliverables: Production-ready application with tests, CI/CD and documentation.

Why us: We care deeply about quality, user privacy, and performance.",58.02,77.18,,Small,3-6 months,Senior,hourly,"[""Product / Design"", ""Mobile Development""]","[""PM""]",2025-05-31T18:35:41.418042Z
JID_2408,Mid Web3 Developer,"[""Hardhat"", ""IPFS"", ""Formal Verification"", ""Security Audits""]","We are seeking a Mid Web3 Developer to join our growth-stage education team. The successful candidate will work on payments, producing maintainable, tested, and documented code. This role requires experience with Hardhat, IPFS, Formal Verification, Security Audits. You will collaborate with product managers and engineers, participate in design reviews, and ensure code quality.

Scope: a cross-platform mobile application

Deliverables: Production-ready MVP with tests, CI/CD and documentation.

Communication: Weekly synchronous updates and daily async notes.

Why us: We care deeply about quality, user privacy, and performance.",16.76,21.28,,Medium,Ongoing / Indefinite,Junior,hourly,"[""Data Science & ML"", ""Mobile Development""]","[""Engineer"", ""Architect""]",2025-06-01T16:59:34.418142Z
JID_2409,Senior Infrastructure Engineer,"[""Terraform"", ""Kubernetes""]","Creative agency: seeking a Senior Infrastructure Engineer to lead product design for user-facing mobile apps. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: Terraform, Kubernetes. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We're remote-first and value async communication.",88.57,150.75,,Medium,3-6 months,Expert,hourly,"[""Mobile Development""]","[""PM""]",2025-05-09T03:19:43.418246Z
JID_2410,Mid React Engineer,"[""Svelte"", ""Angular"", ""React"", ""Vite"", ""Storybook""]","Mid React Engineer needed. Scope: a production-ready backend service. Stack: Svelte, Angular, React, Vite, Storybook. Deliverables include working code, tests, and documentation. Provide timeline and relevant examples.

We're remote-first and value async communication.",,,14133.22,Small,1-3 months,Senior,fixed,"[""Frontend Development"", ""QA & Testing""]","[""Developer"", ""Engineer""]",2025-06-25T14:45:25.418331Z
JID_2411,Mid DevOps Engineer,"[""Terraform"", ""Helm"", ""EKS"", ""GCP""]","Look, we've been burned before. We're hiring a Mid DevOps Engineer to actually get things done — no excuses. You'll implement smart contracts and integration with off-chain systems, fix our slow endpoints, and make the codebase readable. We need someone with strong Terraform, Helm, EKS, GCP experience. If you're flaky, don't apply.

Must deliver: working feature, tests, and a knowledge transfer.

We care deeply about quality, user privacy, and performance.",,,7166.42,Small,Less than 1 month,Mid,fixed,"[""DevOps / SRE""]","[""Architect"", ""Designer""]",2025-07-08T06:46:11.418425Z
JID_2412,Senior Data Scientist,"[""PyTorch"", ""NumPy"", ""Scikit-learn"", ""MLflow""]","Creative agency: seeking a Senior Data Scientist to lead product design for web products. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: PyTorch, NumPy, Scikit-learn, MLflow. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We care deeply about quality, user privacy, and performance.

PS: We move fast — if you can start next week that's a win.",54.24,78.38,,Medium,Less than 1 month,Senior,hourly,"[""Backend Development"", ""Frontend Development""]","[""Designer""]",2025-08-21T11:08:03.418557Z
JID_2413,Expert Web3 Developer,"[""Foundry""]","We are hiring a Expert Web3 Developer to improve security and resilience. You will review architectures, implement secure patterns, and harden our deployments. Must have experience with Foundry and security best practices. Must have experience with Foundry and security best practices. Provide prior security audit examples.

Deliverables: audit report, mitigation plan, and code changes.

We have a small team of senior engineers and designers.",14.76,18.57,,Medium,1-3 months,Entry,hourly,"[""DevOps / SRE""]","[""Engineer""]",2025-05-31T21:35:37.418656Z
JID_2414,Senior Frontend Developer,"[""Svelte"", ""Angular""]","Join our product team as a Senior Frontend Developer. You'll translate product requirements into technical designs and implement a responsive web app with complex UI. Collaboration with designers and PMs is key. Required: Svelte, Angular. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We have a small team of senior engineers and designers.",,,887.43,Small,3-6 months,Entry,fixed,"[""Frontend Development""]","[""Designer"", ""Architect""]",2025-07-21T00:22:25.418737Z
JID_2415,Mid Flutter Developer,"[""SwiftUI"", ""SQLite"", ""Sentry""]","Creative agency: seeking a Mid Flutter Developer to lead product design for web products. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: SwiftUI, SQLite, Sentry. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We're remote-first and value async communication.",,,22950.41,Medium,1-3 months,Senior,fixed,"[""Product / Design""]","[""Designer""]",2025-08-13T20:12:31.418900Z
JID_2416,Expert API Engineer,"[""Spring Boot"", ""Flask"", ""Express"", ""Redis"", ""Kubernetes"", ""Foundry""]","Agency brief: Client needs a Expert API Engineer to deliver smart contracts and integration with off-chain systems. The contractor should be comfortable with quick turnarounds, client-facing calls, and iterative feedback. Tech stack: Spring Boot, Flask, Express, Redis, Kubernetes, Foundry. Provide examples of similar work and an estimated timeline.

Deliverables: functional deliverable, QA report, and deployment guide.

We're profitable and focused on product-market fit.",,,10056.57,Medium,Less than 1 month,Mid,fixed,"[""Backend Development""]","[""Analyst""]",2025-07-28T03:07:28.419017Z
JID_2417,Senior Web3 Developer,"[""Ethers.js"", ""Solidity"", ""Hardhat"", ""Formal Verification"", ""CI/CD"", ""GCP""]","This project is research-focused. We're looking for a Senior Developer to prototype and evaluate ML models. Responsibilities include data collection, model training, and experimental analysis. Required skills: Ethers.js, Solidity, Hardhat, Formal Verification, CI/CD, GCP. You'll document the methodology and provide reproducible pipelines. Deliverables: reproducible code, evaluation report, and presentation. We care deeply about quality, user privacy, and performance.",,,22113.4,Large,Less than 1 month,Mid,fixed,"[""Mobile Development""]","[""Engineer""]",2025-07-11T11:30:40.419145Z
JID_2418,Expert Android Developer,"[""Swift"", ""Jetpack Compose"", ""Sentry""]","Creative agency: seeking a Expert Android Developer to lead product design for data pipelines. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: Swift, Jetpack Compose, Sentry. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We have a small team of senior engineers and designers.",32,52.88,,Large,6+ months,Intermediate,hourly,"[""Frontend Development"", ""DevOps / SRE""]","[""Developer""]",2025-04-25T03:45:40.419291Z
JID_2419,Mid Flutter Developer,"[""Jetpack Compose"", ""SwiftUI"", ""Kotlin"", ""Firebase""]","We're a small, tight-knit startup building web products. We need a Mid Flutter Developer who can move fast, ship features, and handle uncertainty. You'll own a responsive web app with complex UI and work directly with the founding team. Familiarity with Jetpack Compose, SwiftUI, Kotlin, Firebase is required. Expect rapid iteration, weekly demos, and occasional all-hands.

Deliverables: MVP, metrics instrumentation, and a clear handoff.

Note: equity available for the right fit.

We have a small team of senior engineers and designers.",15.35,28.93,,Medium,Ongoing / Indefinite,Junior,hourly,"[""DevOps / SRE"", ""Frontend Development""]","[""Analyst"", ""Architect""]",2025-05-09T14:41:14.419386Z
JID_2420,Senior Node.js Developer,"[""Django"", ""Redis""]","We're hiring a Senior Node.js Developer to improve security and resilience. You'll review architectures, implement secure patterns, and harden our deployments. You'll review architectures, implement secure patterns, and harden our deployments. Must have experience with Django, Redis and security best practices. Provide prior security audit examples.

Deliverables: audit report, mitigation plan, and code changes.

We care deeply about quality, user privacy, and performance.",49.53,78.51,,Medium,1-3 months,Senior,hourly,"[""Data Science & ML""]","[""Analyst""]",2025-07-31T12:53:26.419481Z
JID_2421,Senior Data Scientist,"[""Pandas"", ""PyTorch"", ""Python"", ""SQL""]","Creative agency: seeking a Senior Data Scientist to lead product design for data pipelines. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: Pandas, PyTorch, Python, SQL. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We care deeply about quality, user privacy, and performance.",,,7012.82,Small,6+ months,Intermediate,fixed,"[""Backend Development"", ""Mobile Development""]","[""Developer""]",2025-08-10T10:07:45.419563Z
JID_2422,Mid Data Scientist,"[""Python"", ""NumPy"", ""TensorFlow"", ""UI Engineer""]","Join our product team as a Mid Data Scientist. You'll translate product requirements into technical designs and implement a cross-platform mobile application. Collaboration with designers and PMs is key. Required: Python, NumPy, TensorFlow, UI Engineer. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We care deeply about quality, user privacy, and performance.",,,4500.98,Small,Ongoing / Indefinite,Mid,fixed,"[""Mobile Development"", ""Blockchain / Web3""]","[""Engineer""]",2025-09-19T18:20:43.419769Z
JID_2423,Junior Mobile Engineer,"[""Dart"", ""GraphQL"", ""Supabase"", ""App Store Connect"", ""Google Play Console""]","Junior Mobile Engineer needed. Scope: a production-ready backend service. Stack: Dart, GraphQL, Supabase, App Store Connect, Google Play Console. Deliverables include working code, tests, and documentation. Provide timeline and relevant examples.

We're profitable and focused on product-market fit.",,,6763.85,Large,6+ months,Entry,fixed,"[""Blockchain / Web3""]","[""Engineer"", ""Designer""]",2025-06-20T20:36:58.419866Z
JID_2424,Junior ML Researcher,"[""NumPy"", ""Python"", ""Pandas"", ""Airflow"", ""SQL""]","We're hiring a Junior ML Researcher to improve security and resilience. You'll review architectures, implement secure patterns, and harden our deployments. Must have experience with NumPy, Python, Pandas, Airflow, SQL and security best practices. Provide prior security audit examples.

Deliverables: audit report, mitigation plan, and code changes.

We have a small team of senior engineers and designers.",,,2090.71,Medium,Ongoing / Indefinite,Junior,fixed,"[""Backend Development""]","[""Architect""]",2025-08-17T08:53:08.419959Z
JID_2425,Junior Smart Contract Engineer,"[""Ethers.js""]","We're a small, tight-knit startup building user-facing mobile apps. We need a Junior Smart Contract Engineer who can move fast, ship features, and handle uncertainty. You'll own a cross-platform mobile application and work directly with the founding team. Familiarity with Ethers.js is required. Expect rapid iteration, weekly demos, and occasional all-hands.

Deliverables: MVP, metrics instrumentation, and a clear handoff.

Note: equity available for the right fit.

We're remote-first and value async communication.",27.2,41.19,,Small,Less than 1 month,Mid,hourly,"[""Mobile Development"", ""Backend Development""]","[""Designer"", ""Developer""]",2025-08-08T15:41:04.420081Z
JID_2426,Expert React Engineer,"[""Svelte"", ""TypeScript"", ""Accessibility"", ""TailwindCSS"", ""Webpack"", ""Vite""]","We're building a Web3 product and need a Expert React Engineer to implement smart contracts and integration with off-chain services. Scope: infrastructure-as-code for scalable deployments. Required: Svelte, TypeScript, Accessibility, TailwindCSS, Webpack, Vite. Required: Svelte, TypeScript, Accessibility, TailwindCSS, Webpack, Vite. Security-conscious candidates only; audits and formal verification experience a plus.

Deliverables: audited contracts, integration tests, and deployment scripts.

We have raised seed funding and are scaling rapidly.",,,1297.42,Small,Less than 1 month,Junior,fixed,"[""Product / Design"", ""QA & Testing""]","[""Designer""]",2025-09-10T09:52:51.420208Z
JID_2427,Senior QA Engineer,"[""Cypress"", ""Pytest""]","Look, we've been burned before. We're hiring a Senior QA Engineer to actually get things done — no excuses. You'll implement an ML model and inference pipeline, fix our slow endpoints, and make the codebase readable. We need someone with strong Cypress, Pytest experience. If you're flaky, don't apply.

Must ship: working feature, tests, and a knowledge transfer.

We have a small team of senior engineers and designers.",24.79,44.85,,Small,Less than 1 month,Senior,hourly,"[""Mobile Development""]","[""Designer""]",2025-09-08T01:01:21.420322Z
JID_2428,Intermediate Frontend Developer,"[""React"", ""Vue.js"", ""Material-UI"", ""shadcn/ui""]","Hey! We're a friendly team looking for a Intermediate Frontend Developer. You'll help build data pipelines. We value communication, clear code, and honest estimates. We value communication, clear code, and honest estimates. Tech we use: React, Vue.js, Material-UI, shadcn/ui. If you like collaborative teams and shipping, apply!

Deliverables: feature set, docs, and onboarding notes.

We have a small team of senior engineers and designers.",36.43,53.58,,Medium,6+ months,Intermediate,hourly,"[""Data Science & ML""]","[""Developer""]",2025-05-03T07:32:04.420435Z
JID_2429,Intermediate Web3 Developer,"[""Web3.js"", ""IPFS""]","We're building a Web3 product and need a Intermediate Web3 Developer to implement smart contracts and integration with off-chain services. Scope: a production-ready backend service. Required: Web3.js, IPFS. Security-conscious candidates only; audits and formal verification experience a plus.

Deliverables: audited contracts, integration tests, and deployment scripts.

We have raised seed funding and are scaling rapidly.",34.03,46.76,,Large,6+ months,Intermediate,hourly,"[""QA & Testing"", ""Blockchain / Web3""]","[""PM"", ""Engineer""]",2025-06-20T01:57:49.420517Z
JID_2430,Junior React Engineer,"[""Next.js"", ""Material-UI"", ""shadcn/ui""]","We're hiring a Junior React Engineer to improve security and resilience. You'll review architectures, implement secure patterns, and harden our deployments. Must have experience with Next.js, Material-UI, shadcn/ui and security best practices. Provide prior security audit examples.

Deliverables: audit report, mitigation plan, and code changes.

We have a small team of senior engineers and designers.",27.32,45.07,,Large,3-6 months,Senior,hourly,"[""Mobile Development""]","[""Architect"", ""Developer""]",2025-08-12T14:16:20.420597Z
JID_2431,Expert SDET,"[""JUnit""]","Join our product team as a Expert SDET. You'll translate product requirements into technical designs and implement an ML model and inference pipeline. Collaboration with designers and PMs is key. Collaboration with designers and PMs is key. Required: JUnit. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We're profitable and focused on product-market fit.",59.29,112.19,,Small,6+ months,Senior,hourly,"[""Blockchain / Web3"", ""Data Science & ML""]","[""Analyst"", ""Developer""]",2025-07-26T15:16:05.420703Z
JID_2432,Senior Go Engineer,"[""Express"", ""MongoDB"", ""CSS"", ""Product Designer""]","Look, we've been burned before. We're hiring a Senior Go Engineer to actually get things done — no excuses. You'll implement smart contracts and integration with off-chain systems, fix our slow endpoints, and make the codebase readable. We need someone with strong Express, MongoDB, CSS, Product Designer experience. If you're flaky, don't apply.

Must deliver: working feature, tests, and a knowledge transfer.

We are remote-first and value async communication.",29.9,50.59,,Small,6+ months,Intermediate,hourly,"[""QA & Testing""]","[""Architect""]",2025-06-25T23:26:31.420812Z
JID_2433,Junior DevOps Engineer,"[""Prometheus"", ""CI/CD"", ""Docker"", ""GCP""]","Looking for a Junior DevOps Engineer with deep experience in performance optimization. The role focuses on a cross-platform mobile application at scale. Required tech: Prometheus, CI/CD, Docker, GCP. You should be comfortable with profiling, benchmarking, and capacity planning.

Deliverables: optimized system, benchmark reports, and monitoring dashboards.

We have raised seed funding and are scaling rapidly.",36.05,52.21,,Small,1-3 months,Intermediate,hourly,"[""Mobile Development"", ""QA & Testing""]","[""Analyst"", ""Architect""]",2025-10-08T21:36:10.420905Z
JID_2434,Junior Data Scientist,"[""NumPy"", ""TensorFlow"", ""Pandas""]","Looking for a Junior Data Scientist with deep experience in performance optimization. The role focuses on smart contracts and integration with off-chain systems at scale. The role focuses on smart contracts and integration with off-chain systems at scale. Required tech: NumPy, TensorFlow, Pandas. You should be comfortable with profiling, benchmarking, and capacity planning.

Deliverables: optimized system, benchmark reports, and monitoring dashboards.

We are remote-first and value async communication.",30.3,39.09,,Small,Ongoing / Indefinite,Mid,hourly,"[""Product / Design"", ""QA & Testing""]","[""Developer"", ""PM""]",2025-08-18T06:27:00.421051Z
JID_2435,Senior Site Reliability Engineer,"[""Terraform"", ""CloudBuild"", ""AWS""]","We're building a Web3 product and need a Senior Site Reliability Engineer to implement smart contracts and integration with off-chain services. Scope: a production-ready backend service. Required: Terraform, CloudBuild, AWS. Required: Terraform, CloudBuild, AWS. Security-conscious candidates only; audits and formal verification experience a plus.

Deliverables: audited contracts, integration tests, and deployment scripts.

We are remote-first and value async communication.",,,64737.7,Large,Less than 1 month,Senior,fixed,"[""Blockchain / Web3"", ""Data Science & ML""]","[""Designer"", ""Analyst""]",2025-06-11T04:09:18.421150Z
JID_2436,Mid Go Engineer,"[""Spring Boot"", ""FastAPI"", ""PostgreSQL""]","This project is research-focused. We're looking for a Mid Go Engineer to prototype and evaluate ML models. Responsibilities include data collection, model training, and experimental analysis. Required skills: Spring Boot, FastAPI, PostgreSQL. You will document the methodology and provide reproducible pipelines.

Deliverables: reproducible code, evaluation report, and presentation.

We have a small team of senior engineers and designers.",32.87,49.69,,Large,Less than 1 month,Mid,hourly,"[""Blockchain / Web3""]","[""Designer"", ""Analyst""]",2025-06-27T17:52:45.421271Z
JID_2437,Senior Product Designer,"[""Figma"", ""Frontend"", ""React""]","This project is research-focused. We're looking for a Senior Product Designer to prototype and evaluate payments. Responsibilities include data collection, model training, and experimental analysis. Required skills: Figma, Frontend, React. You'll document the methodology and provide reproducible pipelines.

Deliverables: reproducible code, evaluation report, and presentation.

We're profitable and focused on product-market fit.

PS: We move fast — if you can start next week that's a win.",25.56,39.75,,Small,Less than 1 month,Mid,hourly,"[""Mobile Development"", ""Frontend Development""]","[""Analyst""]",2025-09-24T01:11:39.421356Z
JID_2438,Junior Product Manager,"[""Prototyping"", ""Design Systems"", ""Framer""]","Look, we've been burned before. We're hiring a Junior Product Manager to actually get things done — no excuses. You'll implement a responsive web app with complex UI, fix our slow endpoints, and make the codebase readable. We need someone with strong Prototyping, Design Systems, Framer experience. If you're flaky, don't apply.

Must deliver: working feature, tests, and a knowledge transfer.

We have raised seed funding and are scaling rapidly.",,,28720.86,Medium,1-3 months,Senior,fixed,"[""Frontend Development"", ""QA & Testing""]","[""Analyst"", ""Developer""]",2025-08-08T07:43:36.421457Z
JID_2439,Junior Data Engineer,"[""Python"", ""XGBoost"", ""Hugging Face""]","Looking for a Junior Data Engineer with deep experience in performance optimization. The role focuses on a cross-platform mobile application at scale. Required tech: Python, XGBoost, Hugging Face. You should be comfortable with profiling, benchmarking, and capacity planning.

Deliverables: optimized system, benchmark reports, and monitoring dashboards.

We're profitable and focused on product-market fit.",34.08,44,,Small,Less than 1 month,Mid,hourly,"[""DevOps / SRE""]","[""Analyst"", ""Developer""]",2025-05-13T23:20:35.421576Z
JID_2440,Senior Infrastructure Engineer,"[""Prometheus"", ""CI/CD"", ""GCP""]","We're a small, tight-knit startup building payments. We need a Senior Infrastructure Engineer who can move fast, ship features, and handle uncertainty. You'll own a responsive web app with complex UI and work directly with the founding team. Familiarity with Prometheus, CI/CD, GCP is required. Expect rapid iteration, weekly demos, and occasional all-hands.

Deliverables: MVP, metrics instrumentation, and a clear handoff.

Note: equity available for the right fit.

We are remote-first and value async communication.",66.36,99.33,,Medium,Less than 1 month,Senior,hourly,"[""Frontend Development"", ""Product / Design""]","[""Developer"", ""PM""]",2025-04-29T05:02:44.421654Z
JID_2441,Intermediate Android Developer,"[""SwiftUI"", ""Kotlin"", ""Dart"", ""Sentry""]","Creative agency: seeking a Intermediate Android Developer to lead product design for real-time features. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: SwiftUI, Kotlin, Dart, Sentry. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We have raised seed funding and are scaling rapidly.

PS: We move fast — if you can start next week that's a win.",12.88,21.88,,Small,1-3 months,Entry,hourly,"[""Mobile Development""]","[""Architect"", ""Developer""]",2025-06-28T10:30:07.421734Z
JID_2442,Junior Data Engineer,"[""PyTorch"", ""TensorFlow"", ""NumPy"", ""PostgreSQL"", ""SQL"", ""User Research"", ""Product Manager""]","We're seeking a Junior Data Engineer to join our early-stage social team. The successful candidate will work on ML models, producing maintainable, tested, and documented code. This role requires experience with PyTorch, TensorFlow, NumPy, PostgreSQL, SQL, User Research. You'll collaborate with product managers and engineers, participate in design reviews, and ensure code quality.

Scope: a responsive web app with complex UI

Deliverables: Production-ready service with tests, CI/CD and documentation.

Communication: Weekly synchronous updates and daily async notes.

Why us: We're profitable and focused on product-market fit.",6.07,11.55,,Medium,6+ months,Entry,hourly,"[""Mobile Development"", ""Blockchain / Web3""]","[""Designer"", ""PM""]",2025-07-22T19:09:58.421842Z
JID_2443,Intermediate Blockchain Developer,"[""Foundry"", ""Hardhat""]","Looking for a Intermediate Blockchain Developer with deep experience in performance optimization. The role focuses on smart contracts and integration with off-chain systems at scale. Required tech: Foundry, Hardhat. You should be comfortable with profiling, benchmarking, and capacity planning.

Deliverables: optimized system, benchmark reports, and monitoring dashboards.

We're profitable and focused on product-market fit.",35.15,61.77,,Large,1-3 months,Intermediate,hourly,"[""Blockchain / Web3""]","[""Analyst"", ""PM""]",2025-05-11T14:05:20.421928Z
JID_2444,Senior React Engineer,"[""Svelte"", ""Next.js"", ""Webpack""]","Look, we've been burned before. We're hiring a Senior React Engineer to actually get things done — no excuses. You'll implement an ML model and inference pipeline, fix our slow endpoints, and make the codebase readable. We need someone with strong Svelte, Next.js, Webpack experience. If you're flaky, don't apply.

Must deliver: working feature, tests, and a knowledge transfer.

We have raised seed funding and are scaling rapidly.",30.61,59.15,,Small,6+ months,Intermediate,hourly,"[""Data Science & ML""]","[""Engineer""]",2025-09-26T11:48:48.422019Z
JID_2445,Mid Web3 Developer,"[""Solidity"", ""Hardhat"", ""Vite""]","Creative agency: seeking a Mid Web3 Developer to lead product design for web products. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: Solidity, Hardhat, Vite. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We have a small team of senior engineers and designers.",31.43,58.46,,Small,Ongoing / Indefinite,Mid,hourly,"[""Frontend Development"", ""DevOps / SRE""]","[""Developer""]",2025-05-04T02:31:08.422137Z
JID_2446,Expert Android Developer,"[""Kotlin"", ""Dart"", ""SwiftUI"", ""Node.js Developer""]","This project is research-focused. We're looking for a Expert Android Developer to prototype and evaluate data pipelines. Responsibilities include data collection, model training, and experimental analysis. Required skills: Kotlin, Dart, SwiftUI, Node.js Developer. You'll document the methodology and provide reproducible pipelines.

Deliverables: reproducible code, evaluation report, and presentation.

We're remote-first and value async communication.",11.49,16.21,,Medium,1-3 months,Entry,hourly,"[""DevOps / SRE"", ""Mobile Development""]","[""Developer""]",2025-05-24T15:59:14.422246Z
JID_2447,Expert Product Manager,"[""Figma"", ""User Research"", ""Design Systems""]","We're building a Web3 product and need a Expert Product Manager to implement smart contracts and integration with off-chain services. Scope: a production-ready backend service. Required: Figma, User Research, Design Systems. Security-conscious candidates only; audits and formal verification experience a plus.

Deliverables: audited contracts, integration tests, and deployment scripts.

We have raised seed funding and are scaling rapidly.",50.74,101.46,,Small,3-6 months,Senior,hourly,"[""Blockchain / Web3""]","[""Developer""]",2025-06-15T22:36:00.422370Z
JID_2448,Junior Test Automation Engineer,"[""Appium"", ""Pytest"", ""Playwright""]","We're a small, tight-knit startup building payments. We need a Junior Test Automation Engineer who can move fast, ship features, and handle uncertainty. You'll own infrastructure-as-code for scalable deployments and work directly with the founding team. Familiarity with Appium, Pytest, Playwright is required. Expect rapid iteration, weekly demos, and occasional all-hands.

Deliverables: MVP, metrics instrumentation, and a clear handoff.

Note: equity available for the right fit.

We are remote-first and value async communication.",,,10113.06,Medium,Less than 1 month,Mid,fixed,"[""Mobile Development"", ""Blockchain / Web3""]","[""Engineer"", ""Architect""]",2025-06-19T09:33:48.422452Z
JID_2449,Expert Design Lead,"[""User Research"", ""Frontend Developer""]","Join our product team as a Expert Design Lead. You'll translate product requirements into technical designs and implement a production-ready backend service. Collaboration with designers and PMs is key. Required: User Research, Frontend Developer. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We have raised seed funding and are scaling rapidly.",32.67,55.42,,Medium,3-6 months,Intermediate,hourly,"[""DevOps / SRE""]","[""PM""]",2025-09-20T02:45:18.422570Z
JID_2450,Intermediate ML Researcher,"[""NumPy"", ""SQL"", ""PostgreSQL""]","We're a small, tight-knit startup building web products. We need a Intermediate ML Researcher who can move fast, ship features, and handle uncertainty. You'll own a responsive web app with complex UI and work directly with the founding team. Familiarity with NumPy, SQL, PostgreSQL is required. Expect rapid iteration, weekly demos, and occasional all-hands.

Note: equity available for the right fit.

Deliverables: MVP, metrics instrumentation, and a clear handoff.

We're remote-first and value async communication.",25.93,43.81,,Small,6+ months,Intermediate,hourly,"[""Mobile Development""]","[""PM"", ""Developer""]",2025-08-19T15:17:10.422652Z
JID_2451,Intermediate Product Manager,"[""Prototyping""]","We're seeking a Intermediate Product Manager to join our growth-stage blockchain team. The successful candidate will work on real-time features, producing maintainable, tested, and documented code. This role requires experience with Prototyping. You'll collaborate with product managers and engineers, participate in design reviews, and ensure code quality.

Scope: an ML model and inference pipeline

Deliverables: Production-ready API with tests, CI/CD and documentation.

Communication: Weekly synchronous updates and daily async notes.

Why us: We care deeply about quality, user privacy, and performance.",15.25,21.31,,Medium,1-3 months,Entry,hourly,"[""Blockchain / Web3""]","[""Engineer""]",2025-05-17T20:20:42.422735Z
JID_2452,Intermediate Web Developer,"[""Next.js"", ""React"", ""Svelte"", ""CSS3"", ""Playwright""]","Looking for a Intermediate Web Developer with deep experience in performance optimization. The role focuses on an ML model and inference pipeline at scale. Required tech: Next.js, React, Svelte, CSS3, Playwright. You should be comfortable with profiling, benchmarking, and capacity planning.

Deliverables: optimized system, benchmark reports, and monitoring dashboards.

We have a small team of senior engineers and designers.",14.95,26.65,,Small,6+ months,Entry,hourly,"[""Blockchain / Web3""]","[""Architect"", ""Engineer""]",2025-06-29T09:36:36.422855Z
JID_2453,Expert Infrastructure Engineer,"[""Terraform"", ""Docker"", ""Kubernetes""]","We're building a Web3 product and need a Expert Infrastructure Engineer to implement smart contracts and integration with off-chain services. Scope: an ML model and inference pipeline. Required: Terraform, Docker, Kubernetes. Security-conscious candidates only; audits and formal verification experience a plus.

Deliverables: audited contracts, integration tests, and deployment scripts.

We have raised seed funding and are scaling rapidly.

PS: We move fast — if you can start next week that's a win.",62.8,119.76,,Small,Less than 1 month,Senior,hourly,"[""Frontend Development""]","[""Engineer"", ""Designer""]",2025-10-12T20:47:12.422960Z
